gene,relationship,pw
2963,GpPW,PC7_4112
1432,GpPW,PC7_12268
2562,GpPW,PC7_5890
5719,GpPW,PC7_1629
554313,GpPW,PC7_2674
117145,GpPW,PC7_8667
26052,GpPW,PC7_7463
1432,GpPW,PC7_8668
7311,GpPW,PC7_1131
9313,GpPW,WP129_r72054
8452,GpPW,PC7_4688
2248,GpPW,PC7_3824
9261,GpPW,WP314_r80438
6161,GpPW,PC7_3774
5464,GpPW,PC7_6666
1559,GpPW,PC7_2905
285195,GpPW,PC7_8339
5720,GpPW,PC7_7427
10427,GpPW,PC7_6540
965,GpPW,PC7_2525
10971,GpPW,WP2272_r78594
554313,GpPW,PC7_5534
2958,GpPW,WP2377_r80437
3841,GpPW,PC7_4771
5525,GpPW,PC7_6941
5688,GpPW,PC7_3427
8342,GpPW,PC7_2674
391196,GpPW,PC7_4043
27173,GpPW,PC7_8856
8817,GpPW,PC7_7443
2627,GpPW,WP2858_r83015
3569,GpPW,PC7_4663
3638,GpPW,PC7_5322
2071,GpPW,PC7_8321
51082,GpPW,PC7_8317
51311,GpPW,PC7_8310
8034,GpPW,PC7_2659
8907,GpPW,PC7_1563
2886,GpPW,PC7_7497
3055,GpPW,PC7_4638
10274,GpPW,PC7_5527
4131,GpPW,PC7_4994
1432,GpPW,WP2035_r78536
5704,GpPW,PC7_5531
2828,GpPW,PC7_4107
5706,GpPW,PC7_7427
1487,GpPW,PC7_7483
9377,GpPW,PC7_8229
5771,GpPW,PC7_7496
5705,GpPW,PC7_7231
2869,GpPW,PC7_4043
3594,GpPW,PC7_4594
4343,GpPW,PC7_7463
735,GpPW,PC7_6880
6154,GpPW,PC7_5327
7222,GpPW,PC7_1863
9420,GpPW,PC7_2090
8085,GpPW,PC7_7484
2774,GpPW,PC7_6849
7410,GpPW,PC7_3886
8339,GpPW,PC7_6797
8317,GpPW,PC7_4008
4723,GpPW,PC7_6943
4869,GpPW,PC7_2519
7091,GpPW,PC7_3803
4689,GpPW,PC7_2623
26577,GpPW,PC7_3777
785,GpPW,PC7_1863
80273,GpPW,PC7_5517
5690,GpPW,PC7_8627
25,GpPW,PC7_12271
152831,GpPW,PC7_5772
7410,GpPW,PC7_6878
1004,GpPW,PC7_2527
125981,GpPW,PC7_5326
6199,GpPW,PC7_7443
332,GpPW,PC7_3855
245973,GpPW,PC7_4748
367,GpPW,WP706_r80056
6722,GpPW,WP1992_r78296
339403,GpPW,PC7_7457
7525,GpPW,PC7_2907
3570,GpPW,PC7_7446
7175,GpPW,PC7_2519
117248,GpPW,PC7_5330
7014,GpPW,PC7_2529
1581,GpPW,PC7_7758
2244,GpPW,PC7_4449
7167,GpPW,WP534_r78585
9261,GpPW,PC7_7500
112,GpPW,PC7_8339
51380,GpPW,PC7_3064
226,GpPW,PC7_4207
190,GpPW,PC7_6876
3643,GpPW,WP3599_r84770
1455,GpPW,PC7_7784
1027,GpPW,PC7_7446
860,GpPW,WP2332_r79525
5347,GpPW,PC7_2674
5905,GpPW,PC7_3278
8651,GpPW,PC7_4741
929,GpPW,WP51_r79977
8344,GpPW,PC7_4334
7324,GpPW,PC7_5535
5032,GpPW,PC7_6094
4927,GpPW,PC7_8339
6217,GpPW,PC7_4085
4852,GpPW,PC7_7457
7040,GpPW,PC7_7719
7469,GpPW,WP3414_r82252
1981,GpPW,PC7_2469
5981,GpPW,PC7_5993
732,GpPW,WP545_r82142
10499,GpPW,WP236_r80209
5695,GpPW,PC7_2951
8970,GpPW,PC7_6072
5689,GpPW,PC7_4004
4089,GpPW,PC7_8325
64949,GpPW,PC7_5522
3065,GpPW,PC7_12488
3762,GpPW,PC7_5890
5166,GpPW,PC7_5322
6456,GpPW,PC7_6950
109,GpPW,PC7_2926
1312,GpPW,PC7_5887
3663,GpPW,PC7_3277
1447,GpPW,PC7_7439
10000,GpPW,PC7_2701
2990,GpPW,PC7_4497
57534,GpPW,PC7_1516
26227,GpPW,PC7_1631
160851,GpPW,PC7_4043
3694,GpPW,PC7_3777
8819,GpPW,PC7_5966
3709,GpPW,PC7_6515
7074,GpPW,PC7_2523
3024,GpPW,PC7_1531
207,GpPW,PC7_5877
2915,GpPW,PC7_7457
80777,GpPW,WP43_r84102
2785,GpPW,PC7_4043
10956,GpPW,PC7_3278
168391,GpPW,PC7_6001
316,GpPW,WP465_r79226
3447,GpPW,PC7_8055
80704,GpPW,PC7_8720
9134,GpPW,PC7_2830
7566,GpPW,PC7_4116
6202,GpPW,PC7_5972
7112,GpPW,PC7_5530
7296,GpPW,PC7_6910
148229,GpPW,PC7_4792
60,GpPW,PC7_6642
2147,GpPW,PC7_2671
9021,GpPW,PC7_4637
55770,GpPW,PC7_4745
11261,GpPW,PC7_5322
8986,GpPW,PC7_3698
57630,GpPW,WP524_r72112
25834,GpPW,PC7_5330
143471,GpPW,PC7_8627
5518,GpPW,PC7_5049
5566,GpPW,PC7_3061
3921,GpPW,PC7_8331
91754,GpPW,PC7_5988
219970,GpPW,WP702_r73516
5719,GpPW,PC7_1859
5348,GpPW,PC7_8339
84676,GpPW,PC7_1563
2068,GpPW,PC7_8319
7486,GpPW,PC7_6895
6636,GpPW,PC7_6535
5516,GpPW,WP500_r63201
4067,GpPW,PC7_4284
2776,GpPW,WP733_r74441
8322,GpPW,PC7_7784
10000,GpPW,PC7_2925
10746,GpPW,WP382_r79951
5719,GpPW,PC7_6881
8339,GpPW,PC7_2521
390037,GpPW,PC7_7457
3674,GpPW,PC7_4759
480,GpPW,WP536_r80211
4292,GpPW,WP531_r69021
6227,GpPW,PC7_5327
6885,GpPW,PC7_2393
324,GpPW,WP399_r79474
2865,GpPW,PC7_7457
10454,GpPW,PC7_4819
207,GpPW,WP2795_r78544
5567,GpPW,PC7_8664
896,GpPW,WP707_r82937
26693,GpPW,PC7_6044
28227,GpPW,PC7_3361
1398,GpPW,PC7_7475
6331,GpPW,WP706_r80056
842,GpPW,PC7_5772
9794,GpPW,PC7_7465
5321,GpPW,PC7_7435
2178,GpPW,PC7_3874
998,GpPW,PC7_5884
5970,GpPW,PC7_7463
8021,GpPW,PC7_4727
8726,GpPW,PC7_6233
8503,GpPW,PC7_6147
594857,GpPW,PC7_4044
23761,GpPW,PC7_4262
10971,GpPW,PC7_12078
3981,GpPW,PC7_4755
5594,GpPW,PC7_1163
4512,GpPW,PC7_6942
10484,GpPW,PC7_6899
54704,GpPW,PC7_5322
5707,GpPW,PC7_6108
2788,GpPW,PC7_8264
2793,GpPW,PC7_4159
54361,GpPW,WP399_r79474
3053,GpPW,PC7_4784
10135,GpPW,PC7_3278
219431,GpPW,PC7_6044
6872,GpPW,PC7_4112
2810,GpPW,PC7_3980
8976,GpPW,PC7_5885
6429,GpPW,PC7_8317
51665,GpPW,PC7_4688
5297,GpPW,PC7_6462
7465,GpPW,PC7_4009
1432,GpPW,WP69_r79955
581,GpPW,PC7_6992
5696,GpPW,PC7_2278
50838,GpPW,PC7_4043
673,GpPW,PC7_7503
1017,GpPW,PC7_4004
51074,GpPW,PC7_7703
6285,GpPW,PC7_8295
5580,GpPW,PC7_7719
8766,GpPW,PC7_8339
7225,GpPW,PC7_3633
3265,GpPW,WP231_r81070
815,GpPW,PC7_2393
387,GpPW,PC7_1856
23225,GpPW,PC7_4768
3002,GpPW,PC7_4785
572,GpPW,PC7_5825
177,GpPW,PC7_8057
81793,GpPW,PC7_8295
4312,GpPW,WP2828_r79529
2044,GpPW,PC7_3084
29127,GpPW,PC7_1856
5243,GpPW,WP2377_r80437
9653,GpPW,WP702_r73516
8322,GpPW,WP2858_r83015
3910,GpPW,PC7_5968
5577,GpPW,PC7_3328
4998,GpPW,PC7_2951
1175,GpPW,PC7_5772
221981,GpPW,PC7_5999
154,GpPW,WP117_r82985
8495,GpPW,WP2858_r83015
2492,GpPW,PC7_3994
2113,GpPW,PC7_2170
2308,GpPW,PC7_7490
2645,GpPW,PC7_6904
3355,GpPW,PC7_4044
55879,GpPW,PC7_5890
5720,GpPW,PC7_2830
9126,GpPW,WP3584_r84776
143471,GpPW,PC7_1629
351,GpPW,PC7_5558
163,GpPW,PC7_1863
5576,GpPW,WP289_r81078
650,GpPW,WP236_r80209
8878,GpPW,WP615_r81193
727,GpPW,PC7_7439
23198,GpPW,PC7_7231
6584,GpPW,PC7_6060
83737,GpPW,PC7_2440
23619,GpPW,PC7_4112
3827,GpPW,WP554_r84372
1559,GpPW,WP678_r71506
253260,GpPW,PC7_7444
10189,GpPW,PC7_12073
11261,GpPW,PC7_6992
7494,GpPW,PC7_1189
6118,GpPW,PC7_8141
4303,GpPW,PC7_7446
7295,GpPW,PC7_5994
10762,GpPW,PC7_8339
590,GpPW,PC7_5322
283748,GpPW,PC7_5326
3009,GpPW,PC7_1684
814,GpPW,PC7_3278
57419,GpPW,PC7_7644
4914,GpPW,PC7_5893
3420,GpPW,PC7_2610
1234,GpPW,PC7_7457
595,GpPW,WP707_r82937
56983,GpPW,PC7_7439
57178,GpPW,WP138_r79958
5686,GpPW,PC7_3061
9023,GpPW,PC7_2090
4893,GpPW,PC7_7265
382,GpPW,PC7_3360
29968,GpPW,PC7_7428
5289,GpPW,PC7_4688
9020,GpPW,PC7_2251
5594,GpPW,PC7_7447
2782,GpPW,WP2355_r79973
8335,GpPW,PC7_6797
8438,GpPW,WP1984_r82941
2353,GpPW,PC7_4613
2072,GpPW,PC7_5993
7124,GpPW,PC7_8328
2770,GpPW,PC7_7043
55500,GpPW,PC7_7744
331,GpPW,WP1772_r84701
5590,GpPW,WP382_r79951
6152,GpPW,PC7_3963
1072,GpPW,PC7_2373
5318,GpPW,WP2118_r71265
6456,GpPW,PC7_7463
6233,GpPW,PC7_1821
8362,GpPW,PC7_7483
55879,GpPW,PC7_8340
5698,GpPW,PC7_4688
7507,GpPW,PC7_2950
5777,GpPW,PC7_6542
4842,GpPW,PC7_5948
902,GpPW,PC7_5528
11282,GpPW,PC7_5330
1326,GpPW,WP2637_r80029
5431,GpPW,PC7_6923
146,GpPW,PC7_4043
5595,GpPW,PC7_2535
2,GpPW,PC7_5326
3690,GpPW,PC7_4762
3716,GpPW,WP2203_r78549
55166,GpPW,PC7_5531
5819,GpPW,PC7_1573
7050,GpPW,PC7_3278
336,GpPW,PC7_6203
10231,GpPW,PC7_2458
54480,GpPW,PC7_2568
7531,GpPW,PC7_10400
9847,GpPW,PC7_5307
6011,GpPW,PC7_7439
127124,GpPW,PC7_3278
10013,GpPW,PC7_7439
382,GpPW,WP437_r79266
2956,GpPW,WP1984_r82941
5686,GpPW,PC7_2278
390321,GpPW,PC7_7457
3802,GpPW,PC7_1563
120425,GpPW,PC7_4689
29071,GpPW,PC7_6000
29102,GpPW,PC7_3277
157869,GpPW,PC7_5330
1544,GpPW,PC7_6433
10474,GpPW,PC7_2570
80351,GpPW,PC7_7439
998,GpPW,PC7_7439
8703,GpPW,PC7_5322
4953,GpPW,WP497_r72142
186,GpPW,PC7_7457
2064,GpPW,PC7_7425
9759,GpPW,WP1992_r78296
6176,GpPW,PC7_4729
9818,GpPW,PC7_6589
5337,GpPW,PC7_1698
2932,GpPW,PC7_1563
9313,GpPW,PC7_3777
59350,GpPW,PC7_6396
5684,GpPW,PC7_2265
6142,GpPW,PC7_4727
51009,GpPW,PC7_4439
134,GpPW,PC7_7439
121504,GpPW,PC7_6790
6196,GpPW,PC7_8340
5580,GpPW,PC7_2535
3570,GpPW,PC7_7457
7189,GpPW,PC7_3807
135941,GpPW,PC7_7439
171568,GpPW,PC7_6807
783,GpPW,PC7_1863
5684,GpPW,PC7_5528
170690,GpPW,PC7_3777
8660,GpPW,PC7_4613
3122,GpPW,PC7_2373
27154,GpPW,PC7_2570
8370,GpPW,PC7_4334
5436,GpPW,PC7_4948
6233,GpPW,PC7_7439
259285,GpPW,PC7_4043
5693,GpPW,PC7_11018
2534,GpPW,PC7_7463
2354,GpPW,PC7_1123
9287,GpPW,WP117_r82985
411,GpPW,PC7_6540
64411,GpPW,PC7_6957
135948,GpPW,PC7_7439
2209,GpPW,PC7_1671
7334,GpPW,PC7_8056
3105,GpPW,WP2328_r84648
4485,GpPW,PC7_3980
999,GpPW,PC7_1698
8348,GpPW,PC7_3278
5175,GpPW,PC7_4449
93010,GpPW,PC7_3018
1977,GpPW,WP2380_r79953
5683,GpPW,PC7_4688
5894,GpPW,WP2261_r81197
10013,GpPW,PC7_2681
5063,GpPW,PC7_7421
2683,GpPW,PC7_4876
9997,GpPW,PC7_8339
79718,GpPW,PC7_5322
207,GpPW,PC7_4161
9049,GpPW,WP2873_r79696
2551,GpPW,WP2328_r84648
2305,GpPW,PC7_6519
112,GpPW,PC7_6909
4609,GpPW,WP2446_r84651
1147,GpPW,PC7_4588
4303,GpPW,PC7_1064
468,GpPW,PC7_1189
10197,GpPW,PC7_8625
6363,GpPW,PC7_7439
3061,GpPW,PC7_4043
1500,GpPW,PC7_7660
8339,GpPW,PC7_8317
4792,GpPW,PC7_12285
121504,GpPW,PC7_7439
57804,GpPW,PC7_5510
11128,GpPW,PC7_6814
1258,GpPW,PC7_8231
390436,GpPW,PC7_7457
85236,GpPW,PC7_2570
8503,GpPW,PC7_3991
6208,GpPW,PC7_685
127124,GpPW,PC7_4806
10093,GpPW,WP2272_r78594
2321,GpPW,PC7_4284
6382,GpPW,PC7_4762
2768,GpPW,PC7_4449
842,GpPW,WP2328_r84648
7525,GpPW,PC7_4688
284654,GpPW,PC7_12487
10245,GpPW,PC7_5517
5588,GpPW,PC7_4107
2358,GpPW,PC7_6396
10197,GpPW,PC7_7230
7531,GpPW,PC7_5529
3013,GpPW,PC7_2949
653604,GpPW,PC7_5966
6541,GpPW,PC7_8339
5600,GpPW,PC7_8054
2263,GpPW,WP2804_r79882
6885,GpPW,PC7_8059
1432,GpPW,PC7_4862
51082,GpPW,PC7_4112
204219,GpPW,WP1422_r79871
2784,GpPW,PC7_5322
10640,GpPW,PC7_4747
8360,GpPW,PC7_5271
999,GpPW,PC7_1684
6234,GpPW,PC7_3774
1457,GpPW,PC7_7438
891,GpPW,PC7_2170
2810,GpPW,PC7_6992
4792,GpPW,WP3414_r82252
3791,GpPW,PC7_7439
728441,GpPW,PC7_5322
11197,GpPW,PC7_7484
84296,GpPW,PC7_7024
6519,GpPW,PC7_7290
1025,GpPW,PC7_8317
1128,GpPW,PC7_1624
5028,GpPW,PC7_5996
5605,GpPW,PC7_7266
26577,GpPW,PC7_2668
10250,GpPW,PC7_4112
2769,GpPW,PC7_8267
7316,GpPW,PC7_7463
6229,GpPW,PC7_4729
5698,GpPW,PC7_4439
10554,GpPW,PC7_3882
2309,GpPW,PC7_3278
8335,GpPW,WP183_r81161
2245,GpPW,PC7_6957
472,GpPW,PC7_3319
7157,GpPW,PC7_4540
8367,GpPW,PC7_2529
55839,GpPW,PC7_2521
41,GpPW,PC7_8339
5696,GpPW,PC7_5527
2693,GpPW,WP24_r79999
1445,GpPW,PC7_4012
8817,GpPW,PC7_4741
598,GpPW,PC7_8225
1869,GpPW,PC7_7465
5700,GpPW,PC7_1859
64968,GpPW,PC7_5521
474382,GpPW,PC7_8141
5045,GpPW,PC7_6561
8792,GpPW,WP3594_r84573
996,GpPW,PC7_5531
349565,GpPW,PC7_5322
2549,GpPW,PC7_7491
2932,GpPW,PC7_3278
4343,GpPW,PC7_7443
8892,GpPW,PC7_8331
489,GpPW,WP536_r80211
6376,GpPW,PC7_2620
3716,GpPW,PC7_5558
6117,GpPW,PC7_2532
3068,GpPW,PC7_5330
5054,GpPW,WP272_r84876
841,GpPW,PC7_2698
5563,GpPW,WP2377_r80437
6129,GpPW,PC7_6393
163,GpPW,PC7_5874
1499,GpPW,PC7_7483
8368,GpPW,PC7_1655
79369,GpPW,PC7_6001
26119,GpPW,PC7_4992
5567,GpPW,WP2012_r82900
10392,GpPW,PC7_5995
23236,GpPW,PC7_1535
387,GpPW,PC7_6512
56913,GpPW,PC7_6001
6342,GpPW,PC7_7755
10570,GpPW,PC7_1863
5052,GpPW,WP15_r82705
1571,GpPW,WP43_r84102
80153,GpPW,PC7_5327
1499,GpPW,WP1544_r84696
4172,GpPW,PC7_7731
25791,GpPW,PC7_7457
5721,GpPW,PC7_1131
6999,GpPW,WP2485_r70025
6845,GpPW,PC7_4300
9025,GpPW,PC7_1203
2675,GpPW,PC7_3084
930,GpPW,PC7_7443
23171,GpPW,PC7_4262
8356,GpPW,PC7_4336
2997,GpPW,PC7_4751
5707,GpPW,PC7_6881
8900,GpPW,PC7_2170
2931,GpPW,WP23_r79985
64223,GpPW,PC7_12080
930,GpPW,PC7_7478
2937,GpPW,PC7_6433
3419,GpPW,PC7_5322
2831,GpPW,PC7_7457
51642,GpPW,PC7_5521
23198,GpPW,PC7_7024
8366,GpPW,PC7_11610
5125,GpPW,PC7_7463
7316,GpPW,PC7_1563
976,GpPW,PC7_7439
1457,GpPW,PC7_7484
7867,GpPW,PC7_5772
54361,GpPW,PC7_12188
479,GpPW,PC7_8339
79590,GpPW,PC7_5523
5685,GpPW,PC7_6815
2768,GpPW,PC7_7042
4790,GpPW,WP1434_r78545
23385,GpPW,PC7_2523
730,GpPW,PC7_8154
5436,GpPW,PC7_1224
3015,GpPW,PC7_6315
5525,GpPW,PC7_7784
896,GpPW,PC7_5528
2771,GpPW,PC7_6507
5879,GpPW,PC7_7721
81930,GpPW,PC7_5530
166929,GpPW,PC7_7649
1956,GpPW,PC7_4741
5518,GpPW,PC7_4741
504189,GpPW,PC7_7457
5520,GpPW,PC7_5531
4998,GpPW,PC7_2952
94233,GpPW,PC7_2620
22916,GpPW,PC7_6799
217,GpPW,PC7_5887
5694,GpPW,PC7_2951
6440,GpPW,WP3594_r84573
7041,GpPW,WP727_r79969
8851,GpPW,PC7_1863
51650,GpPW,PC7_5521
5720,GpPW,PC7_11018
2104,GpPW,PC7_4116
983,GpPW,PC7_6467
51227,GpPW,PC7_6540
5599,GpPW,WP286_r78583
1585,GpPW,PC7_6432
1846,GpPW,PC7_8054
6124,GpPW,PC7_5327
55437,GpPW,PC7_7460
58494,GpPW,PC7_4449
6188,GpPW,PC7_5973
10398,GpPW,PC7_3084
136,GpPW,PC7_2170
402317,GpPW,PC7_7457
3040,GpPW,PC7_7396
2968,GpPW,PC7_2950
2328,GpPW,WP702_r73516
9170,GpPW,PC7_5048
6477,GpPW,PC7_3084
7098,GpPW,PC7_2910
10015,GpPW,PC7_2124
8394,GpPW,WP2533_r84117
919,GpPW,PC7_2701
948,GpPW,PC7_8328
4967,GpPW,PC7_6670
5567,GpPW,PC7_5887
10368,GpPW,PC7_5887
5605,GpPW,PC7_7438
3107,GpPW,PC7_4773
7040,GpPW,WP2870_r79555
5905,GpPW,PC7_5530
10810,GpPW,PC7_4688
6193,GpPW,PC7_4728
653604,GpPW,PC7_4336
10911,GpPW,PC7_4044
5595,GpPW,WP51_r79977
6891,GpPW,PC7_1669
808,GpPW,PC7_6512
200895,GpPW,PC7_5325
284355,GpPW,WP3527_r84571
3084,GpPW,PC7_3700
3014,GpPW,PC7_6315
23112,GpPW,PC7_1563
2557,GpPW,PC7_4016
57504,GpPW,PC7_4334
124454,GpPW,PC7_4112
3455,GpPW,PC7_6885
3340,GpPW,PC7_3018
25791,GpPW,PC7_5825
138474,GpPW,PC7_4366
5062,GpPW,PC7_2263
23165,GpPW,PC7_7290
11108,GpPW,PC7_12282
347,GpPW,PC7_6065
1543,GpPW,WP697_r80025
5925,GpPW,PC7_6918
7314,GpPW,PC7_5560
5367,GpPW,PC7_7457
4851,GpPW,PC7_4116
11283,GpPW,PC7_5322
113091,GpPW,PC7_3994
142680,GpPW,PC7_8445
6203,GpPW,PC7_3774
11065,GpPW,PC7_7426
2068,GpPW,PC7_6792
10610,GpPW,PC7_2100
79718,GpPW,PC7_4116
6714,GpPW,PC7_2625
1639,GpPW,PC7_5330
10672,GpPW,WP524_r72112
5335,GpPW,PC7_4741
916,GpPW,WP69_r79955
554313,GpPW,PC7_7483
2931,GpPW,PC7_3325
57192,GpPW,PC7_8339
2246,GpPW,PC7_3278
5236,GpPW,PC7_4267
83540,GpPW,PC7_7427
3709,GpPW,PC7_6177
2242,GpPW,PC7_7425
9131,GpPW,WP1772_r84701
5054,GpPW,PC7_4341
3572,GpPW,PC7_3435
1363,GpPW,PC7_1698
5001,GpPW,PC7_1816
7004,GpPW,PC7_5326
7283,GpPW,PC7_2519
84987,GpPW,PC7_6942
1133,GpPW,PC7_4043
8363,GpPW,PC7_7484
1493,GpPW,WP2583_r84488
147741,GpPW,PC7_4112
8661,GpPW,PC7_8332
5437,GpPW,PC7_6808
4928,GpPW,PC7_8765
10213,GpPW,PC7_1684
3375,GpPW,PC7_1655
10266,GpPW,PC7_3994
4089,GpPW,WP1425_r74390
9021,GpPW,PC7_4688
6117,GpPW,PC7_2575
466,GpPW,PC7_5558
8365,GpPW,PC7_3682
156,GpPW,PC7_6050
2172,GpPW,PC7_5326
5528,GpPW,PC7_7784
4791,GpPW,WP231_r81070
7283,GpPW,PC7_6863
390113,GpPW,PC7_7439
5705,GpPW,PC7_2952
8029,GpPW,PC7_4335
1595,GpPW,WP197_r81059
3020,GpPW,PC7_6923
3570,GpPW,PC7_7475
293,GpPW,PC7_4365
659,GpPW,WP1984_r82941
171568,GpPW,PC7_6808
8869,GpPW,PC7_7764
572,GpPW,PC7_3884
148523,GpPW,WP3594_r84573
1745,GpPW,PC7_6913
5884,GpPW,WP1530_r84694
51000,GpPW,PC7_2098
4893,GpPW,PC7_2907
2252,GpPW,PC7_7447
26281,GpPW,PC7_7449
1439,GpPW,PC7_4775
5979,GpPW,WP2586_r79995
1289,GpPW,PC7_2076
221472,GpPW,PC7_7463
5605,GpPW,PC7_4583
55330,GpPW,PC7_5307
8341,GpPW,PC7_5049
6429,GpPW,PC7_6589
1849,GpPW,PC7_5078
1385,GpPW,WP706_r80056
6654,GpPW,PC7_7487
3845,GpPW,PC7_7449
55300,GpPW,PC7_7749
7561,GpPW,PC7_4116
3815,GpPW,PC7_4741
37,GpPW,PC7_3853
4067,GpPW,PC7_3418
551,GpPW,PC7_7457
1984,GpPW,WP107_r78489
284217,GpPW,PC7_4947
64979,GpPW,PC7_5521
916,GpPW,PC7_4594
23225,GpPW,PC7_4729
51010,GpPW,PC7_5324
9971,GpPW,PC7_5989
11184,GpPW,PC7_4820
9712,GpPW,PC7_3698
572,GpPW,WP2059_r82906
4179,GpPW,PC7_4688
138474,GpPW,PC7_4948
221496,GpPW,PC7_5985
5367,GpPW,PC7_7439
109,GpPW,PC7_3670
2050,GpPW,PC7_3679
1558,GpPW,WP678_r71506
5601,GpPW,PC7_5559
5578,GpPW,PC7_4449
8737,GpPW,PC7_4587
5058,GpPW,WP51_r79977
3761,GpPW,PC7_4786
51293,GpPW,PC7_5322
3354,GpPW,PC7_4044
4828,GpPW,PC7_7439
345,GpPW,PC7_4970
5983,GpPW,PC7_2520
10793,GpPW,PC7_4116
4993,GpPW,PC7_6044
2932,GpPW,PC7_7448
10806,GpPW,PC7_2534
5156,GpPW,PC7_7478
1871,GpPW,PC7_5528
9276,GpPW,PC7_2324
5306,GpPW,PC7_3084
10856,GpPW,PC7_2519
727,GpPW,WP545_r82142
5473,GpPW,PC7_4044
2775,GpPW,PC7_7457
6129,GpPW,PC7_3963
79595,GpPW,PC7_4308
8754,GpPW,PC7_2669
1017,GpPW,PC7_6930
54790,GpPW,WP3585_r84793
1843,GpPW,PC7_1123
6850,GpPW,PC7_6995
5437,GpPW,PC7_3968
4726,GpPW,PC7_8229
5439,GpPW,PC7_6589
27202,GpPW,WP455_r81793
5690,GpPW,PC7_3060
7316,GpPW,PC7_4587
653509,GpPW,PC7_3663
5468,GpPW,PC7_4116
6233,GpPW,PC7_7231
2010,GpPW,PC7_5527
23595,GpPW,PC7_2952
2185,GpPW,PC7_4613
3017,GpPW,PC7_8317
64951,GpPW,PC7_5524
10000,GpPW,PC7_1877
2696,GpPW,PC7_7439
1387,GpPW,PC7_3855
1464,GpPW,PC7_3077
3479,GpPW,WP2848_r80009
3688,GpPW,PC7_10400
10498,GpPW,PC7_6818
57690,GpPW,PC7_7439
7042,GpPW,WP382_r79951
4637,GpPW,PC7_1863
5583,GpPW,WP289_r81078
10154,GpPW,PC7_3084
5708,GpPW,PC7_1118
2648,GpPW,PC7_2681
5714,GpPW,PC7_11018
9828,GpPW,PC7_7457
637,GpPW,WP1742_r71700
3725,GpPW,WP49_r78543
5781,GpPW,PC7_7269
1445,GpPW,PC7_7787
3117,GpPW,PC7_8338
374900,GpPW,PC7_4116
59345,GpPW,PC7_6909
9785,GpPW,PC7_6589
257313,GpPW,PC7_4107
2158,GpPW,PC7_6929
5291,GpPW,PC7_8061
2771,GpPW,PC7_7042
1278,GpPW,PC7_7392
57019,GpPW,PC7_5322
10451,GpPW,WP437_r79266
4172,GpPW,PC7_1522
3845,GpPW,PC7_3326
1022,GpPW,PC7_4366
6416,GpPW,PC7_3678
151613,GpPW,WP2858_r83015
1950,GpPW,WP51_r79977
2534,GpPW,PC7_2701
1026,GpPW,PC7_4004
2831,GpPW,PC7_6396
245973,GpPW,PC7_3278
8898,GpPW,PC7_7750
331,GpPW,PC7_7439
1592,GpPW,PC7_8761
5335,GpPW,PC7_8664
6285,GpPW,PC7_1517
3568,GpPW,PC7_3996
1785,GpPW,WP2267_r78595
2833,GpPW,PC7_7439
3567,GpPW,PC7_7439
8170,GpPW,PC7_1623
137964,GpPW,PC7_8424
81027,GpPW,WP2359_r72121
4282,GpPW,WP2431_r84650
1022,GpPW,PC7_4368
3447,GpPW,PC7_4688
3818,GpPW,PC7_3958
3320,GpPW,PC7_4728
1503,GpPW,PC7_5322
2044,GpPW,PC7_3417
723790,GpPW,PC7_8141
5706,GpPW,PC7_2265
6146,GpPW,PC7_3772
3339,GpPW,PC7_4970
51510,GpPW,PC7_2124
6441,GpPW,PC7_6918
8662,GpPW,PC7_6966
6198,GpPW,PC7_7439
10714,GpPW,PC7_5510
8881,GpPW,PC7_4691
2780,GpPW,PC7_4043
10946,GpPW,PC7_6589
344,GpPW,PC7_3278
3360,GpPW,PC7_4044
3679,GpPW,PC7_6517
5931,GpPW,PC7_3682
6209,GpPW,PC7_5972
3443,GpPW,PC7_3869
2791,GpPW,PC7_3996
6396,GpPW,PC7_1563
151742,GpPW,PC7_5322
2068,GpPW,PC7_12069
4968,GpPW,PC7_2635
1395,GpPW,PC7_2621
3015,GpPW,PC7_8141
816,GpPW,PC7_6892
7450,GpPW,PC7_7439
5691,GpPW,PC7_2520
779,GpPW,PC7_5698
5894,GpPW,PC7_3084
5829,GpPW,PC7_7499
623,GpPW,WP51_r79977
54534,GpPW,PC7_5524
4343,GpPW,PC7_7439
5683,GpPW,PC7_1684
3421,GpPW,PC7_6670
685,GpPW,PC7_7268
9631,GpPW,PC7_4112
2833,GpPW,PC7_4043
8669,GpPW,PC7_4085
1548,GpPW,WP206_r68882
51332,GpPW,PC7_3084
3725,GpPW,WP2873_r79696
80351,GpPW,PC7_7484
4607,GpPW,WP383_r80200
147687,GpPW,PC7_4116
5700,GpPW,PC7_1672
3918,GpPW,WP306_r80308
6233,GpPW,PC7_4729
9021,GpPW,PC7_7462
10588,GpPW,WP241_r83818
51684,GpPW,PC7_7458
29882,GpPW,PC7_1521
387,GpPW,PC7_7044
8787,GpPW,PC7_4043
5155,GpPW,PC7_2926
51616,GpPW,PC7_3278
3558,GpPW,PC7_4618
5578,GpPW,PC7_2393
23592,GpPW,PC7_2519
2066,GpPW,PC7_4012
8362,GpPW,PC7_2949
1188,GpPW,PC7_4791
2537,GpPW,WP619_r71168
116984,GpPW,PC7_1697
5604,GpPW,PC7_2372
23433,GpPW,PC7_8337
5717,GpPW,PC7_11018
2791,GpPW,PC7_984
8368,GpPW,PC7_5272
